Ranking,University Name,National/Regional Rank,Total Score,LOGO,University Detail 
701-800,Indian Institute of Technology Roorkee,4-7,0.0,http://www.shanghairanking.com/_uni/logo/bb56e9da4.png,http://www.shanghairanking.com/institution/indian-institute-of-technology-roorkee
701-800,INSA Toulouse,23-24,0.0,http://www.shanghairanking.com/_uni/logo-jpg/e7dbbfd8200.jpg,http://www.shanghairanking.com/institution/insa-toulouse
701-800,Jawaharlal Nehru University,4-7,14.1,http://www.shanghairanking.com/_uni/logo/b5167187f.png,http://www.shanghairanking.com/institution/jawaharlal-nehru-university
701-800,Jeonbuk National University,18-22,0.0,http://www.shanghairanking.com/_uni/logo-jpg/3e994399800.jpg,http://www.shanghairanking.com/institution/chonbuk-national-university
701-800,Kanazawa University,20-22,0.0,http://www.shanghairanking.com/_uni/logo/294f7949c.png,http://www.shanghairanking.com/institution/kanazawa-university
701-800,Kaohsiung Medical University,10,0.0,http://www.shanghairanking.com/_uni/logo/1b3220847.png,http://www.shanghairanking.com/institution/kaohsiung-medical-university
701-800,Keele University,50-53,0.0,http://www.shanghairanking.com/_uni/logo/a602f8456.png,http://www.shanghairanking.com/institution/keele-university
701-800,Kindai University,20-22,0.0,http://www.shanghairanking.com/_uni/logo/c3bdcc583.png,http://www.shanghairanking.com/institution/kindai-university
701-800,Konkuk University,18-22,0.0,http://www.shanghairanking.com/_uni/logo-jpg/74a0498ae00.jpg,http://www.shanghairanking.com/institution/konkuk-university
701-800,Lincoln University,6-8,0.0,http://www.shanghairanking.com/_uni/logo/6dbf7ecbd.png,http://www.shanghairanking.com/institution/lincoln-university
701-800,Liverpool School of Tropical Medicine,50-53,0.0,http://www.shanghairanking.com/_uni/logo-jpg/1565e3ed300.jpg,http://www.shanghairanking.com/institution/liverpool-school-of-tropical-medicine
701-800,Loughborough University,50-53,0.0,http://www.shanghairanking.com/_uni/logo/214427e84.png,http://www.shanghairanking.com/institution/loughborough-university
701-800,Medical College of Wisconsin,158-174,0.0,http://www.shanghairanking.com/_uni/logo/572f5a817.png,http://www.shanghairanking.com/institution/medical-college-of-wisconsin
701-800,Memorial University of Newfoundland,23-24,0.0,http://www.shanghairanking.com/_uni/logo/80dcf66c1.png,http://www.shanghairanking.com/institution/memorial-university-of-newfoundland
701-800,New Jersey Institute of Technology,158-174,0.0,http://www.shanghairanking.com/_uni/logo/94bfc81cf.png,http://www.shanghairanking.com/institution/new-jersey-institute-of-technology
701-800,North China Electric Power University,115-132,0.0,http://www.shanghairanking.com/_uni/logo/13312897.png,http://www.shanghairanking.com/institution/north-china-electric-power-university
701-800,Northeast Agricultural University - China,115-132,0.0,http://www.shanghairanking.com/_uni/logo/52533406.png,http://www.shanghairanking.com/institution/northeast-agricultural-university-china
701-800,Novosibirsk State University,6-9,13.1,http://www.shanghairanking.com/_uni/logo/87be4aa46.png,http://www.shanghairanking.com/institution/novosibirsk-state-university
701-800,Ohio University,158-174,13.1,http://www.shanghairanking.com/_uni/logo/c087039d3.png,http://www.shanghairanking.com/institution/ohio-university
701-800,Old Dominion University,158-174,0.0,http://www.shanghairanking.com/_uni/logo/a8a7ded5c.png,http://www.shanghairanking.com/institution/old-dominion-university
701-800,Palacký University Olomouc,3,0.0,http://www.shanghairanking.com/_uni/logo/056540e81.png,http://www.shanghairanking.com/institution/palack-university-olomouc
701-800,Polytechnic University of Catalonia,22-30,0.0,http://www.shanghairanking.com/_uni/logo/fe4e14473.png,http://www.shanghairanking.com/institution/polytechnic-university-of-catalonia
701-800,Qufu Normal University,115-132,0.0,http://www.shanghairanking.com/_uni/logo/69697043.png,http://www.shanghairanking.com/institution/qufu-normal-university
701-800,School for Advanced Studies in the Social Sciences,23-24,15.1,http://www.shanghairanking.com/_uni/logo/e6da3a7b5.png,http://www.shanghairanking.com/institution/school-for-advanced-studies-in-the-social-sciences
701-800,Shahid Beheshti University of Medical Sciences,6,0.0,http://www.shanghairanking.com/_uni/logo/aa64e79ce.png,http://www.shanghairanking.com/institution/shahid-beheshti-university-of-medical-sciences
701-800,Shandong Agricultural University,115-132,0.0,http://www.shanghairanking.com/_uni/logo/29659511.png,http://www.shanghairanking.com/institution/shandong-agricultural-university
701-800,Shanghai University of Finance and Economics,115-132,0.0,http://www.shanghairanking.com/_uni/logo/75328210.png,http://www.shanghairanking.com/institution/shanghai-university-of-finance-and-economics
701-800,Shinshu University,20-22,0.0,http://www.shanghairanking.com/_uni/logo/2f6bf8577.png,http://www.shanghairanking.com/institution/shinshu-university
701-800,Skolkovo Institute of Science and Technology,6-9,0.0,http://www.shanghairanking.com/_uni/logo/8f5597566.png,http://www.shanghairanking.com/institution/skolkovo-institute-of-science-and-technology
701-800,Southern Methodist University,158-174,10.7,http://www.shanghairanking.com/_uni/logo/f3ab12423.png,http://www.shanghairanking.com/institution/southern-methodist-university
701-800,Swarthmore College,158-174,23.9,http://www.shanghairanking.com/_uni/logo/13fc1949d.png,http://www.shanghairanking.com/institution/swarthmore-college
701-800,Syracuse University,158-174,0.0,http://www.shanghairanking.com/_uni/logo/b8c081d63.png,http://www.shanghairanking.com/institution/syracuse-university
701-800,Taiyuan University of Technology,115-132,0.0,http://www.shanghairanking.com/_uni/logo/32584796.png,http://www.shanghairanking.com/institution/taiyuan-university-of-technology
701-800,Technical University of Braunschweig,40-43,11.9,http://www.shanghairanking.com/_uni/logo/1ab78ffa1.png,http://www.shanghairanking.com/institution/technical-university-of-braunschweig
701-800,The University of Waikato,6-8,0.0,http://www.shanghairanking.com/_uni/logo/4ae06729a.png,http://www.shanghairanking.com/institution/the-university-of-waikato
701-800,Thomas Jefferson University,158-174,0.0,http://www.shanghairanking.com/_uni/logo/de4a76b2c.png,http://www.shanghairanking.com/institution/thomas-jefferson-university
701-800,Tomsk State University,6-9,0.0,http://www.shanghairanking.com/_uni/logo/3d460e666.png,http://www.shanghairanking.com/institution/tomsk-state-university
701-800,Universitat de Lleida,22-30,0.0,http://www.shanghairanking.com/_uni/logo/f0984fd8b.png,http://www.shanghairanking.com/institution/universitat-de-lleida
701-800,Universiti Teknologi Malaysia,4-5,0.0,http://www.shanghairanking.com/_uni/logo/c695a775e.png,http://www.shanghairanking.com/institution/universiti-teknologi-malaysia
701-800,University of Agriculture Faisalabad,2-4,0.0,http://www.shanghairanking.com/_uni/logo-jpg/85cde1d8500.jpg,http://www.shanghairanking.com/institution/university-of-agriculture-faisalabad-1
701-800,University of Arkansas for Medical Sciences,158-174,0.0,http://www.shanghairanking.com/_uni/logo-jpg/19353cf6900.jpg,http://www.shanghairanking.com/institution/university-of-arkansas-for-medical-sciences
701-800,University of Bayreuth,40-43,0.0,http://www.shanghairanking.com/_uni/logo/139a66e3f.png,http://www.shanghairanking.com/institution/university-of-bayreuth
701-800,University of Brasília,11-13,0.0,http://www.shanghairanking.com/_uni/logo/703c2d82e.png,http://www.shanghairanking.com/institution/university-of-braslia
701-800,University of Campania Luigi Vanvitelli,33-34,0.0,http://www.shanghairanking.com/_uni/logo/39bbce3ce.png,http://www.shanghairanking.com/institution/university-of-campania-luigi-vanvitelli
701-800,University of Castilla–La Mancha,22-30,0.0,http://www.shanghairanking.com/_uni/logo/85fc3fbb4.png,http://www.shanghairanking.com/institution/university-of-castilla-la-mancha
701-800,University of Engineering and Technology (UET),2-4,0.0,http://www.shanghairanking.com/_uni/logo/085136a14.png,http://www.shanghairanking.com/institution/university-of-engineering-and-technology-uet
701-800,University of Hull,50-53,14.1,http://www.shanghairanking.com/_uni/logo/e7149e8d9.png,http://www.shanghairanking.com/institution/university-of-hull
701-800,University of Jaen,22-30,0.0,http://www.shanghairanking.com/_uni/logo-jpg/12cefa8e300.jpg,http://www.shanghairanking.com/institution/university-of-jaen
701-800,University of Jordan,1,0.0,http://www.shanghairanking.com/_uni/logo/842e71475.png,http://www.shanghairanking.com/institution/university-of-jordan
701-800,University of Jyvaskyla,7,0.0,http://www.shanghairanking.com/_uni/logo/9494f2957.png,http://www.shanghairanking.com/institution/university-of-jyvaskyla
701-800,University of La Laguna,22-30,0.0,http://www.shanghairanking.com/_uni/logo/403bc1694.png,http://www.shanghairanking.com/institution/university-of-la-laguna
701-800,University of Limerick,5,0.0,http://www.shanghairanking.com/_uni/logo/f1ff21def.png,http://www.shanghairanking.com/institution/university-of-limerick
701-800,University of Louisville,158-174,0.0,http://www.shanghairanking.com/_uni/logo/3c3d64d72.png,http://www.shanghairanking.com/institution/university-of-louisville
701-800,University of Luebeck,40-43,0.0,http://www.shanghairanking.com/_uni/logo/3aa78e7be.png,http://www.shanghairanking.com/institution/university-of-luebeck
701-800,University of Luxembourg,1,0.0,http://www.shanghairanking.com/_uni/logo/7ed2f6188.png,http://www.shanghairanking.com/institution/university-of-luxembourg
701-800,University of Malaga,22-30,0.0,http://www.shanghairanking.com/_uni/logo/1957984f6.png,http://www.shanghairanking.com/institution/university-of-malaga
701-800,University of Murcia,22-30,0.0,http://www.shanghairanking.com/_uni/logo/944b999d0.png,http://www.shanghairanking.com/institution/university-of-murcia
701-800,University of Nebraska Medical Center,158-174,0.0,http://www.shanghairanking.com/_uni/logo/b7f66c7e9.png,http://www.shanghairanking.com/institution/university-of-nebraska-medical-center
701-800,University of Nevada-Las Vegas,158-174,0.0,http://www.shanghairanking.com/_uni/logo/e505d9c36.png,http://www.shanghairanking.com/institution/university-of-nevada-las-vegas-1
701-800,University of Oviedo,22-30,0.0,http://www.shanghairanking.com/_uni/logo/0468e16fc.png,http://www.shanghairanking.com/institution/university-of-oviedo
701-800,University of Quebec Montreal,23-24,0.0,http://www.shanghairanking.com/_uni/logo/a4dcd1f3f.png,http://www.shanghairanking.com/institution/university-of-quebec-montreal
701-800,University of Salzburg,9,0.0,http://www.shanghairanking.com/_uni/logo/e827e1fb0.png,http://www.shanghairanking.com/institution/university-of-salzburg
701-800,University of Shanghai for Science and Technology,115-132,0.0,http://www.shanghairanking.com/_uni/logo/13304999.png,http://www.shanghairanking.com/institution/university-of-shanghai-for-science-and-technology
701-800,University of Szeged,3,0.0,http://www.shanghairanking.com/_uni/logo-jpg/26a33547500.jpg,http://www.shanghairanking.com/institution/university-of-szeged
701-800,University of Tennessee Health Science Center,158-174,0.0,http://www.shanghairanking.com/_uni/logo/b3535e77c.png,http://www.shanghairanking.com/institution/university-of-tennessee-health-science-center
701-800,University of Texas at El Paso,158-174,0.0,http://www.shanghairanking.com/_uni/logo/f7261cbed.png,http://www.shanghairanking.com/institution/university-of-texas-at-el-paso
701-800,University of the Balearic Islands,22-30,0.0,http://www.shanghairanking.com/_uni/logo-jpg/ef1f271ff00.jpg,http://www.shanghairanking.com/institution/university-of-the-balearic-islands
701-800,University of the Punjab,2-4,13.1,http://www.shanghairanking.com/_uni/logo/835e3e320.png,http://www.shanghairanking.com/institution/university-of-the-punjab
701-800,University of Toledo,158-174,0.0,http://www.shanghairanking.com/_uni/logo/4c7aaf8db.png,http://www.shanghairanking.com/institution/university-of-toledo
701-800,University of Udine,33-34,0.0,http://www.shanghairanking.com/_uni/logo/cc6b2ef42.png,http://www.shanghairanking.com/institution/university-of-udine
701-800,University of Wisconsin-Milwaukee,158-174,9.2,http://www.shanghairanking.com/_uni/logo/4ae02c6be.png,http://www.shanghairanking.com/institution/university-of-wisconsin-milwaukee
701-800,University Putra Malaysia,4-5,0.0,http://www.shanghairanking.com/_uni/logo/7dba9476c.png,http://www.shanghairanking.com/institution/university-putra-malaysia
701-800,Ural Federal University,6-9,0.0,http://www.shanghairanking.com/_uni/logo/7809fb0d7.png,http://www.shanghairanking.com/institution/ural-federal-university
701-800,Vilnius University,1,7.5,http://www.shanghairanking.com/_uni/logo/75b7a4701.png,http://www.shanghairanking.com/institution/vilnius-university
701-800,Wenzhou University,115-132,0.0,http://www.shanghairanking.com/_uni/logo/87896146.png,http://www.shanghairanking.com/institution/wenzhou-university
801-900,Air Force Medical University,133-147,0.0,http://www.shanghairanking.com/_uni/logo/77870364.png,http://www.shanghairanking.com/institution/air-force-medical-university
801-900,Ajou University,23-28,0.0,http://www.shanghairanking.com/_uni/logo/7e96af27b.png,http://www.shanghairanking.com/institution/ajou-university
801-900,Al-Azhar University,5-6,0.0,http://www.shanghairanking.com/_uni/logo-jpg/6be6be47a00.jpg,http://www.shanghairanking.com/institution/al-azhar-university
801-900,Anhui University of Technology,133-147,0.0,http://www.shanghairanking.com/_uni/logo/48772206.png,http://www.shanghairanking.com/institution/anhui-university-of-technology
801-900,Ankara University,4-5,0.0,http://www.shanghairanking.com/_uni/logo/e0cbd915b.png,http://www.shanghairanking.com/institution/ankara-university
801-900,Babe?-Bolyai University,1,0.0,http://www.shanghairanking.com/_uni/logo/5ae5cb2bb.png,http://www.shanghairanking.com/institution/babe-bolyai-university
801-900,Beijing Forestry University,133-147,0.0,http://www.shanghairanking.com/_uni/logo/43861010.png,http://www.shanghairanking.com/institution/beijing-forestry-university
801-900,Bournemouth University,54-60,0.0,http://www.shanghairanking.com/_uni/logo-jpg/0f269930800.jpg,http://www.shanghairanking.com/institution/bournemouth-university
801-900,Changzhou University,133-147,0.0,http://www.shanghairanking.com/_uni/logo/80008528.png,http://www.shanghairanking.com/institution/changzhou-university
801-900,Charles Darwin University,30-33,0.0,http://www.shanghairanking.com/_uni/logo/f33175f52.png,http://www.shanghairanking.com/institution/charles-darwin-university
801-900,Cranfield University,54-60,0.0,http://www.shanghairanking.com/_uni/logo-jpg/b2bd4ff3400.jpg,http://www.shanghairanking.com/institution/cranfield-university
801-900,Czech Technical University in Prague,4-5,5.3,http://www.shanghairanking.com/_uni/logo/d19a37f52.png,http://www.shanghairanking.com/institution/czech-technical-university-in-prague
801-900,Czech University of Life Sciences Prague,4-5,0.0,http://www.shanghairanking.com/_uni/logo-jpg/797a7cc7200.jpg,http://www.shanghairanking.com/institution/czech-university-of-life-sciences-prague
801-900,Dokuz Eylul University,4-5,0.0,http://www.shanghairanking.com/_uni/logo/411198912.png,http://www.shanghairanking.com/institution/dokuz-eylul-university
801-900,Dongguk University,23-28,0.0,http://www.shanghairanking.com/_uni/logo/ce717b3ee.png,http://www.shanghairanking.com/institution/dongguk-university
801-900,Dublin City University,6-7,0.0,http://www.shanghairanking.com/_uni/logo/b4441e0b0.png,http://www.shanghairanking.com/institution/dublin-city-university
801-900,Federal University of Ceara,14-17,0.0,http://www.shanghairanking.com/_uni/logo/68369da8d.png,http://www.shanghairanking.com/institution/federal-university-of-ceara
801-900,Federal University of Pernambuco,14-17,0.0,http://www.shanghairanking.com/_uni/logo/ff5248151.png,http://www.shanghairanking.com/institution/federal-university-of-pernambuco
801-900,Federal University of Santa Maria,14-17,0.0,http://www.shanghairanking.com/_uni/logo-jpg/2f32e6bd300.jpg,http://www.shanghairanking.com/institution/federal-university-of-santa-maria
801-900,Fordham University,175-182,0.0,http://www.shanghairanking.com/_uni/logo/0ae630f59.png,http://www.shanghairanking.com/institution/fordham-university
801-900,Free University of Bozen-Bolzano,35-40,0.0,http://www.shanghairanking.com/_uni/logo/f8dbf6898.png,http://www.shanghairanking.com/institution/free-university-of-bozen-bolzano
801-900,Gachon University,23-28,0.0,http://www.shanghairanking.com/_uni/logo-jpg/b9d01b19200.jpg,http://www.shanghairanking.com/institution/gachon-university
801-900,Gdansk University of Technology,4-6,0.0,http://www.shanghairanking.com/_uni/logo-jpg/d2df2d5b600.jpg,http://www.shanghairanking.com/institution/gdansk-university-of-technology
801-900,Graz University of Technology,10-12,0.0,http://www.shanghairanking.com/_uni/logo/908f115c6.png,http://www.shanghairanking.com/institution/graz-university-of-technology
801-900,Gwangju Institute of Science and Technology,23-28,0.0,http://www.shanghairanking.com/_uni/logo-jpg/80b7dd27c00.jpg,http://www.shanghairanking.com/institution/gwangju-institute-of-science-and-technology
801-900,Gyeongsang National University,23-28,0.0,http://www.shanghairanking.com/_uni/logo/332df141d.png,http://www.shanghairanking.com/institution/gyeongsang-national-university
801-900,Hainan University,133-147,0.0,http://www.shanghairanking.com/_uni/logo/32937649.png,http://www.shanghairanking.com/institution/hainan-university
801-900,Hebei University of Technology,133-147,0.0,http://www.shanghairanking.com/_uni/logo/23684464.png,http://www.shanghairanking.com/institution/hebei-university-of-technology
801-900,Heriot-Watt University,54-60,0.0,http://www.shanghairanking.com/_uni/logo/67698e0b5.png,http://www.shanghairanking.com/institution/heriot-watt-university
801-900,Indian Institute of Technology Kharagpur,8,0.0,http://www.shanghairanking.com/_uni/logo/b6298ef1e.png,http://www.shanghairanking.com/institution/indian-institute-of-technology-kharagpur
801-900,Iran University of Science & Technology,7-8,0.0,http://www.shanghairanking.com/_uni/logo/5b5f462fc.png,http://www.shanghairanking.com/institution/iran-university-of-science-technology
801-900,Johannes Kepler University Linz,10-12,0.0,http://www.shanghairanking.com/_uni/logo/433ab9517.png,http://www.shanghairanking.com/institution/johannes-kepler-university-linz
801-900,Kangwon National University,23-28,0.0,http://www.shanghairanking.com/_uni/logo/63790c42e.png,http://www.shanghairanking.com/institution/kangwon-national-university
801-900,Khalifa University,1,0.0,http://www.shanghairanking.com/_uni/logo-jpg/470d9001300.jpg,http://www.shanghairanking.com/institution/khalifa-university
801-900,Lehigh University,175-182,0.0,http://www.shanghairanking.com/_uni/logo/bde2d45be.png,http://www.shanghairanking.com/institution/lehigh-university
801-900,Linnaeus University,13,0.0,http://www.shanghairanking.com/_uni/logo/fa3cd5d87.png,http://www.shanghairanking.com/institution/linnaeus-university
801-900,Manchester Metropolitan University,54-60,0.0,http://www.shanghairanking.com/_uni/logo/2968fa032.png,http://www.shanghairanking.com/institution/manchester-metropolitan-university
801-900,Mashhad University Medical Science,7-8,0.0,http://www.shanghairanking.com/_uni/logo/491fca9d8.png,http://www.shanghairanking.com/institution/mashhad-university-medical-science
801-900,Michigan Technological University,175-182,7.5,http://www.shanghairanking.com/_uni/logo/822f28e71.png,http://www.shanghairanking.com/institution/michigan-technological-university
801-900,Miguel Hernandez University of Elche,31-34,0.0,http://www.shanghairanking.com/_uni/logo/4957fb157.png,http://www.shanghairanking.com/institution/miguel-hernandez-university-of-elche
801-900,Monterrey Institute of Technology and Higher Education,3,0.0,http://www.shanghairanking.com/_uni/logo/76f13d822.png,http://www.shanghairanking.com/institution/monterrey-institute-of-technology-and-higher-education
801-900,Montpellier Business School,25-27,0.0,http://www.shanghairanking.com/_uni/logo/f7b363b94.png,http://www.shanghairanking.com/institution/montpellier-business-school
801-900,Nagasaki University,23-27,10.7,http://www.shanghairanking.com/_uni/logo-jpg/99ca9793300.jpg,http://www.shanghairanking.com/institution/nagasaki-university
801-900,Nanjing University of Chinese Medicine,133-147,0.0,http://www.shanghairanking.com/_uni/logo/52052341.png,http://www.shanghairanking.com/institution/nanjing-university-of-chinese-medicine
801-900,Nantong University,133-147,0.0,http://www.shanghairanking.com/_uni/logo/39196558.png,http://www.shanghairanking.com/institution/nantong-university
801-900,National Central University,11-14,0.0,http://www.shanghairanking.com/_uni/logo/875d8827c.png,http://www.shanghairanking.com/institution/national-central-university
801-900,National Chung Hsing University,11-14,0.0,http://www.shanghairanking.com/_uni/logo/9e7ebc12b.png,http://www.shanghairanking.com/institution/national-chung-hsing-university
801-900,National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),10,9.2,http://www.shanghairanking.com/_uni/logo/c784e8467.png,http://www.shanghairanking.com/institution/national-research-nuclear-university-mephi-moscow-engineering-physics-institute
801-900,National Taiwan University of Science and Technology,11-14,0.0,http://www.shanghairanking.com/_uni/logo/0e80a3317.png,http://www.shanghairanking.com/institution/national-taiwan-university-of-science-and-technology
801-900,National University of Colombia,1,0.0,http://www.shanghairanking.com/_uni/logo/b612f1b7c.png,http://www.shanghairanking.com/institution/national-university-of-colombia
801-900,National Yunlin University of Science and Technology,11-14,0.0,http://www.shanghairanking.com/_uni/logo/beafec3ea.png,http://www.shanghairanking.com/institution/national-yunlin-university-of-science-and-technology
801-900,Norwegian University of Life Sciences,5,0.0,http://www.shanghairanking.com/_uni/logo/c97f81e59.png,http://www.shanghairanking.com/institution/norwegian-university-of-life-sciences
801-900,Okinawa Institute of Science and Technology Graduate University,23-27,0.0,http://www.shanghairanking.com/_uni/logo/e2840733d.png,http://www.shanghairanking.com/institution/okinawa-institute-of-science-and-technology-graduate-university
801-900,Osaka City University,23-27,15.1,http://www.shanghairanking.com/_uni/logo/73588af0c.png,http://www.shanghairanking.com/institution/osaka-city-university
801-900,Prince of Songkla University,4,0.0,http://www.shanghairanking.com/_uni/logo/a42f11230.png,http://www.shanghairanking.com/institution/prince-of-songkla-university
801-900,Prince Sattam Bin Abdulaziz University,7,0.0,http://www.shanghairanking.com/_uni/logo/d52823abc.png,http://www.shanghairanking.com/institution/prince-sattam-bin-abdulaziz-university
801-900,Royal College of Surgeons - Ireland,6-7,0.0,http://www.shanghairanking.com/_uni/logo/214866fd1.png,http://www.shanghairanking.com/institution/royal-college-of-surgeons-ireland
801-900,Shandong First Medical University,133-147,0.0,http://www.shanghairanking.com/_uni/logo/50428150.png,http://www.shanghairanking.com/institution/shandong-first-medical-university
801-900,Shantou University,133-147,0.0,http://www.shanghairanking.com/_uni/logo/34125242.png,http://www.shanghairanking.com/institution/shantou-university
801-900,Sichuan Agricultural University,133-147,0.0,http://www.shanghairanking.com/_uni/logo/22750663.png,http://www.shanghairanking.com/institution/sichuan-agricultural-university
801-900,Southern Cross University,30-33,0.0,http://www.shanghairanking.com/_uni/logo/002bf4861.png,http://www.shanghairanking.com/institution/southern-cross-university
801-900,Southwest University of Science and Technology,133-147,0.0,http://www.shanghairanking.com/_uni/logo/36892794.png,http://www.shanghairanking.com/institution/southwest-university-of-science-and-technology
801-900,Sultan Qaboos University,1,0.0,http://www.shanghairanking.com/_uni/logo/699093fc6.png,http://www.shanghairanking.com/institution/sultan-qaboos-university
801-900,The Education University of Hong Kong,7,0.0,http://www.shanghairanking.com/_uni/logo/7ec375cc4.png,http://www.shanghairanking.com/institution/the-education-university-of-hong-kong
801-900,The Royal Veterinary College,54-60,0.0,http://www.shanghairanking.com/_uni/logo/c6d72da00.png,http://www.shanghairanking.com/institution/the-royal-veterinary-college
801-900,The University of Tokushima,23-27,13.1,http://www.shanghairanking.com/_uni/logo/7abd01cd9.png,http://www.shanghairanking.com/institution/the-university-of-tokushima
801-900,Uniformed Services University of the Health Sciences - USA,175-182,0.0,http://www.shanghairanking.com/_uni/logo/e167781b0.png,http://www.shanghairanking.com/institution/uniformed-services-university-of-the-health-sciences-usa
801-900,Universidade Federal de Pelotas,14-17,0.0,http://www.shanghairanking.com/_uni/logo/ace2ea836.png,http://www.shanghairanking.com/institution/universidade-federal-de-pelotas
801-900,University Paris Est Creteil,25-27,0.0,http://www.shanghairanking.com/_uni/logo/053d387f3.png,http://www.shanghairanking.com/institution/university-paris-est-creteil
801-900,University of Alcalá,31-34,0.0,http://www.shanghairanking.com/_uni/logo/0e3e4b7db.png,http://www.shanghairanking.com/institution/university-of-alcal
801-900,University of Cagliari,35-40,0.0,http://www.shanghairanking.com/_uni/logo-jpg/dd2a1554b00.jpg,http://www.shanghairanking.com/institution/university-of-cagliari
801-900,University of Calabria,35-40,0.0,http://www.shanghairanking.com/_uni/logo-jpg/28adfac9900.jpg,http://www.shanghairanking.com/institution/university-of-calabria
801-900,University of Canberra,30-33,0.0,http://www.shanghairanking.com/_uni/logo/e0834d253.png,http://www.shanghairanking.com/institution/university-of-canberra
801-900,University of Chieti-Pescara,35-40,0.0,http://www.shanghairanking.com/_uni/logo/ed22bc74e.png,http://www.shanghairanking.com/institution/university-of-chieti-pescara
801-900,University of Cordoba,31-34,0.0,http://www.shanghairanking.com/_uni/logo/acac02bc9.png,http://www.shanghairanking.com/institution/university-of-cordoba
801-900,University of Girona,31-34,0.0,http://www.shanghairanking.com/_uni/logo/8a9c81ffb.png,http://www.shanghairanking.com/institution/university-of-girona
801-900,University of Ibadan,1,0.0,http://www.shanghairanking.com/_uni/logo/4044c35a1.png,http://www.shanghairanking.com/institution/university-of-ibadan
801-900,University of Jinan,133-147,0.0,http://www.shanghairanking.com/_uni/logo/68479674.png,http://www.shanghairanking.com/institution/university-of-jinan
801-900,University of Kassel,44-45,0.0,http://www.shanghairanking.com/_uni/logo/0c254ae31.png,http://www.shanghairanking.com/institution/university-of-kassel
801-900,University of Lahore,5,0.0,http://www.shanghairanking.com/_uni/logo/21fb4fc44.png,http://www.shanghairanking.com/institution/university-of-lahore
801-900,University of L'Aquila,35-40,0.0,http://www.shanghairanking.com/_uni/logo/23b0a06b1.png,http://www.shanghairanking.com/institution/university-of-laquila
801-900,University of Magdeburg,44-45,0.0,http://www.shanghairanking.com/_uni/logo/25739095f.png,http://www.shanghairanking.com/institution/university-of-magdeburg
801-900,University of Messina,35-40,0.0,http://www.shanghairanking.com/_uni/logo/be86c3599.png,http://www.shanghairanking.com/institution/university-of-messina
801-900,University of Mississippi,175-182,0.0,http://www.shanghairanking.com/_uni/logo/c96e6665e.png,http://www.shanghairanking.com/institution/university-of-mississippi
801-900,University of Missouri-Kansas City,175-182,0.0,http://www.shanghairanking.com/_uni/logo/e39cac534.png,http://www.shanghairanking.com/institution/university-of-missouri-kansas-city-1
801-900,University of Mons,9,0.0,http://www.shanghairanking.com/_uni/logo/4912132a3.png,http://www.shanghairanking.com/institution/university-of-mons
801-900,University of New England,30-33,0.0,http://www.shanghairanking.com/_uni/logo/420935f77.png,http://www.shanghairanking.com/institution/university-of-new-england
801-900,University of North Carolina at Greensboro,175-182,0.0,http://www.shanghairanking.com/_uni/logo/caaf78a75.png,http://www.shanghairanking.com/institution/university-of-north-carolina-at-greensboro
801-900,University of Oklahoma - Oklahoma City,175-182,0.0,http://www.shanghairanking.com/_uni/logo/708c8b6ba.png,http://www.shanghairanking.com/institution/university-of-oklahoma-oklahoma-city
801-900,University of Portsmouth,54-60,0.0,http://www.shanghairanking.com/_uni/logo/ae2b38392.png,http://www.shanghairanking.com/institution/university-of-portsmouth
801-900,University of Savoy,25-27,0.0,http://www.shanghairanking.com/_uni/logo/3a1bf1320.png,http://www.shanghairanking.com/institution/university-of-savoy
801-900,University of Stirling,54-60,0.0,http://www.shanghairanking.com/_uni/logo-jpg/313ec8e6d00.jpg,http://www.shanghairanking.com/institution/university-of-stirling
801-900,University of Thessaly,4,0.0,http://www.shanghairanking.com/_uni/logo/1c7cca27f.png,http://www.shanghairanking.com/institution/university-of-thessaly
801-900,University of Veterinary Medicine Vienna,10-12,0.0,http://www.shanghairanking.com/_uni/logo/b296e1e9e.png,http://www.shanghairanking.com/institution/university-of-veterinary-medicine-vienna
801-900,Warsaw University of Life Sciences,4-6,0.0,http://www.shanghairanking.com/_uni/logo/d06fa83da.png,http://www.shanghairanking.com/institution/warsaw-university-of-life-sciences
801-900,Wroclaw Medical University,4-6,0.0,http://www.shanghairanking.com/_uni/logo/166e1ff47.png,http://www.shanghairanking.com/institution/wroclaw-medical-university
801-900,Yanshan University,133-147,0.0,http://www.shanghairanking.com/_uni/logo/79375733.png,http://www.shanghairanking.com/institution/yanshan-university
801-900,Yokohama City University,23-27,0.0,http://www.shanghairanking.com/_uni/logo-jpg/c9a37be6500.jpg,http://www.shanghairanking.com/institution/yokohama-city-university
801-900,Zagazig University,5-6,0.0,http://www.shanghairanking.com/_uni/logo/1146cccb5.png,http://www.shanghairanking.com/institution/zagazig-university
801-900,Zhejiang Sci-Tech University,133-147,0.0,http://www.shanghairanking.com/_uni/logo/16934191.png,http://www.shanghairanking.com/institution/zhejiang-sci-tech-university
901-1000,Adam Mickiewicz University,7-11,0.0,http://www.shanghairanking.com/_uni/logo-jpg/86538604200.jpg,http://www.shanghairanking.com/institution/adam-mickiewicz-university
901-1000,Aligarh Muslim University,9-14,0.0,http://www.shanghairanking.com/_uni/logo/e0618d00b.png,http://www.shanghairanking.com/institution/aligarh-muslim-university
