Rank,University Name ,ranking-institution-title href,Location,sdg-score-multi__number,sdg-score-multi__value,sdg-score-multi__number 2,sdg-score-multi__value 2,sdg-score-multi__number 3,sdg-score-multi__value 3,sdg-score-multi__value 4,scores,sdg-score-multi__number 5,sdg-score-multi__value 5,sdg-score-multi__number 6,sdg-score-multi__value 6,sdg-score-multi__number 7,sdg-score-multi__value 7,sdg-score-multi__number 8,sdg-score-multi__value 8
801–1000,Fiji National University,https://www.timeshighereducation.com/world-university-rankings/fiji-national-university,Fiji,,,,,,,61.1–70.5,53.9–59.6,3,54.7–63.8,8,48.4–57.7,,,4,43.6–50.9
801–1000,University of Franca,https://www.timeshighereducation.com/world-university-rankings/university-franca,Brazil,3,44.7–54.5,,,,,45.3–53.3,53.9–59.6,4,51.0–58.6,,,,,10,40.0–51.7
801–1000,Universidad Francisco de Vitoria,https://www.timeshighereducation.com/world-university-rankings/universidad-francisco-de-vitoria,Spain,12,49.4–58.6,1,38.2–49.4,,,53.4–61.0,53.9–59.6,,,3,73.5–78.9,,,,
801–1000,Gazi University,https://www.timeshighereducation.com/world-university-rankings/gazi-universitesi,Turkey,,,,,,,1.5–45.2,53.9–59.6,,,4,51.0–58.6,3,54.7–63.8,7,38.7–51.8
801–1000,General Sir John Kotelawala Defence University,https://www.timeshighereducation.com/world-university-rankings/general-sir-john-kotelawala-defence-university-0,Sri Lanka,,,5,56.1–61.4,,,1.5–45.2,53.9–59.6,,,,,10,57.6–65.1,4,51.0–58.6
801–1000,Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,https://www.timeshighereducation.com/world-university-rankings/ghulam-ishaq-khan-institute-engineering-sciences-and-technology,Pakistan,,,6,24.8–42.6,11,38.5–52.3,45.3–53.3,53.9–59.6,,,,,,,,
801–1000,Government College University Faisalabad,https://www.timeshighereducation.com/world-university-rankings/government-college-university-faisalabad,Pakistan,10,40.0–51.7,8,48.4–57.7,,,45.3–53.3,53.9–59.6,,,9,60.3–72.9,,,,
801–1000,Government College University Hyderabad,https://www.timeshighereducation.com/world-university-rankings/government-college-university-hyderabad,Pakistan,,,6,49.3–57.0,1,38.2–49.4,45.3–53.3,53.9–59.6,,,7,38.7–51.8,,,,
801–1000,University of Hail,https://www.timeshighereducation.com/world-university-rankings/university-hail,Saudi Arabia,,,3,54.7–63.8,,,53.4–61.0,53.9–59.6,,,4,43.6–50.9,1,38.2–49.4,,
801–1000,Université Hassan II de Casablanca,https://www.timeshighereducation.com/world-university-rankings/universite-hassan-ii-de-casablanca,Morocco,9,60.3–72.9,,,,,53.4–61.0,53.9–59.6,,,10,57.6–65.1,,,4,66.6–73.0
801–1000,Université Polytechnique Hauts-de-France,https://www.timeshighereducation.com/world-university-rankings/universite-polytechnique-hauts-de-france,France,16,45.2–58.6,10,65.2–73.3,,,45.3–53.3,53.9–59.6,,,,,4,51.0–58.6,,
801–1000,University of Health and Allied Sciences,https://www.timeshighereducation.com/world-university-rankings/university-health-and-allied-sciences,Ghana,,,,,,,1.5–45.2,53.9–59.6,,,5,51.6–56.0,,,4,35.8–43.5
801–1000,Indiana University East,https://www.timeshighereducation.com/world-university-rankings/indiana-university-east,United States,,,16,45.2–58.6,3,44.7–54.5,1.5–45.2,53.9–59.6,5,67.3,,,,,,
801–1000,Indiana University Northwest,https://www.timeshighereducation.com/world-university-rankings/indiana-university-northwest,United States,,,,,,,1.5–45.2,53.9–59.6,5,56.1–61.4,,,,,3,54.7–63.8
801–1000,Indraprastha Institute of Information Technology Delhi,https://www.timeshighereducation.com/world-university-rankings/indraprastha-institute-information-technology-delhi,India,,,12,49.4–58.6,,,1.5–45.2,53.9–59.6,,,9,73.0–87.2,,,8,57.8–62.2
801–1000,International Hellenic University,https://www.timeshighereducation.com/world-university-rankings/international-hellenic-university,Greece,,,,,16,45.2–58.6,45.3–53.3,53.9–59.6,,,,,8,62.4–66.3,3,54.7–63.8
801–1000,Iqra University,https://www.timeshighereducation.com/world-university-rankings/iqra-university,Pakistan,4,58.7–62.5,,,13,56.6–66.3,53.4–61.0,53.9–59.6,1,38.2–49.4,,,,,,
801–1000,The Islamia University of Bahawalpur,https://www.timeshighereducation.com/world-university-rankings/islamia-university-bahawalpur,Pakistan,,,1,49.5–54.4,,,45.3–53.3,53.9–59.6,,,,,7,38.7–51.8,4,51.0–58.6
801–1000,Istanbul Ayd?n University,https://www.timeshighereducation.com/world-university-rankings/istanbul-aydin-university,Turkey,,,7,51.9–56.1,1,38.2–49.4,1.5–45.2,53.9–59.6,,,,,,,5,43.7–51.5
801–1000,Istanbul Medeniyet University,https://www.timeshighereducation.com/world-university-rankings/istanbul-medeniyet-university,Turkey,12,58.7–66.7,,,,,53.4–61.0,53.9–59.6,3,63.9–68.2,,,8,48.4–57.7,,
801–1000,Istanbul Medipol University,https://www.timeshighereducation.com/world-university-rankings/istanbul-medipol-university,Turkey,3,68.3–73.4,16,45.2–58.6,10,51.8–57.5,45.3–53.3,53.9–59.6,,,,,,,,
801–1000,"ITESO, Jesuit University of Guadalajara",https://www.timeshighereducation.com/world-university-rankings/iteso-jesuit-university-guadalajara,Mexico,1,54.5–60.1,,,,,45.3–53.3,53.9–59.6,7,51.9–56.1,,,16,45.2–58.6,,
801–1000,Jashore University of Science and Technology,https://www.timeshighereducation.com/world-university-rankings/jashore-university-science-and-technology,Bangladesh,,,,,,,1.5–45.2,53.9–59.6,4,58.7–62.5,,,2,48.3–56.2,7,56.2–61.7
801–1000,University of Jeddah,https://www.timeshighereducation.com/world-university-rankings/university-jeddah-0,Saudi Arabia,5,56.1–61.4,,,,,45.3–53.3,53.9–59.6,,,8,48.4–57.7,,,4,62.6–66.5
801–1000,Jinnah Sindh Medical University,https://www.timeshighereducation.com/world-university-rankings/jinnah-sindh-medical-university,Pakistan,,,,,,,1.5–45.2,53.9–59.6,,,4,58.7–62.5,5,43.7–51.5,,
801–1000,Juntendo University,https://www.timeshighereducation.com/world-university-rankings/juntendo-university,Japan,,,,,9,33.9–50.8,1.5–45.2,53.9–59.6,3,73.5–78.9,,,,,4,35.8–43.5
801–1000,Kansai University,https://www.timeshighereducation.com/world-university-rankings/kansai-university,Japan,,,13,56.6–66.3,6,49.3–57.0,45.3–53.3,53.9–59.6,,,16,58.7–63.6,,,,
801–1000,University of Karachi,https://www.timeshighereducation.com/world-university-rankings/university-karachi,Pakistan,,,,,,,1.5–45.2,53.9–59.6,9,60.3–72.9,,,5,56.1–61.4,4,43.6–50.9
801–1000,Karadeniz Technical University,https://www.timeshighereducation.com/world-university-rankings/karadeniz-technical-university,Turkey,,,,,9,60.3–72.9,1.5–45.2,53.9–59.6,8,48.4–57.7,,,3,44.7–54.5,,
801–1000,Kaunas University of Technology,https://www.timeshighereducation.com/world-university-rankings/kaunas-university-technology,Lithuania,,,7,38.7–51.8,9,51.0–60.2,45.3–53.3,53.9–59.6,,,8,48.4–57.7,,,,
801–1000,Khyber Medical University,https://www.timeshighereducation.com/world-university-rankings/khyber-medical-university,Pakistan,,,1,49.5–54.4,,,1.5–45.2,53.9–59.6,,,,,,,3,54.7–63.8
801–1000,King Edward Medical University,https://www.timeshighereducation.com/world-university-rankings/king-edward-medical-university,Pakistan,,,,,5,43.7–51.5,1.5–45.2,53.9–59.6,3,54.7–63.8,,,,,4,58.7–62.5
801–1000,KL University,https://www.timeshighereducation.com/world-university-rankings/kl-university,India,,,6,49.3–57.0,8,48.4–57.7,45.3–53.3,53.9–59.6,,,7,51.9–56.1,,,,
801–1000,Kozminski University,https://www.timeshighereducation.com/world-university-rankings/kozminski-university-0,Poland,,,,,,,1.5–45.2,53.9–59.6,5,43.7–51.5,4,62.6–66.5,,,,
801–1000,KPR Institute of Engineering and Technology,https://www.timeshighereducation.com/world-university-rankings/kpr-institute-engineering-and-technology,India,6,57.1–67.2,12,49.4–58.6,,,1.5–45.2,53.9–59.6,,,,,,,,
801–1000,University of Kufa,https://www.timeshighereducation.com/world-university-rankings/university-kufa,Iraq,,,,,,,45.3–53.3,53.9–59.6,,,7,51.9–56.1,4,62.6–66.5,,
801–1000,Kyiv National Economic University,https://www.timeshighereducation.com/world-university-rankings/kyiv-national-economic-university-named-after-vadym-hetman,Ukraine,,,,,,,45.3–53.3,53.9–59.6,8,48.4–57.7,5,51.6–56.0,,,4,62.6–66.5
801–1000,La Salle University,https://www.timeshighereducation.com/world-university-rankings/la-salle-university-0,Colombia,1,54.5–60.1,,,3,63.9–68.2,1.5–45.2,53.9–59.6,,,,,,,,
801–1000,Latvia University of Life Sciences and Technologies,https://www.timeshighereducation.com/world-university-rankings/latvia-university-life-sciences-and-technologies,Latvia,,,15,38.2–47.7,11,38.5–52.3,53.4–61.0,53.9–59.6,,,,,,,,
801–1000,University of Liberal Arts Bangladesh,https://www.timeshighereducation.com/world-university-rankings/university-liberal-arts-bangladesh,Bangladesh,11,52.5–60.0,,,,,61.1–70.5,53.9–59.6,,,,,,,8,48.4–57.7
801–1000,Lithuanian University of Health Sciences,https://www.timeshighereducation.com/world-university-rankings/lithuanian-university-health-sciences-0,Lithuania,,,,,,,1.5–45.2,53.9–59.6,,,5,43.7–51.5,8,35.7–48.3,3,68.3–73.4
801–1000,Lobachevsky State University of Nizhni Novgorod,,,11,52.5–60.0,10,51.8–57.5,9,60.3–72.9,45.3–53.3,53.9–59.6,,,,,,,,
801–1000,Macau University of Science and Technology,https://www.timeshighereducation.com/world-university-rankings/macau-university-science-and-technology,Macao,3,44.7–54.5,9,33.9–50.8,11,67.1–76.0,61.1–70.5,53.9–59.6,,,,,,,,
801–1000,Manav Rachna International Institute of Research and Studies,https://www.timeshighereducation.com/world-university-rankings/manav-rachna-international-institute-research-and-studies,India,6,57.1–67.2,,,2,48.3–56.2,1.5–45.2,53.9–59.6,3,54.7–63.8,,,,,,
801–1000,University of Manouba,https://www.timeshighereducation.com/world-university-rankings/university-manouba,Tunisia,4,58.7–62.5,,,,,1.5–45.2,53.9–59.6,,,5,43.7–51.5,,,16,45.2–58.6
801–1000,Mapúa University,https://www.timeshighereducation.com/world-university-rankings/mapua-university,Philippines,6,57.1–67.2,12,26.1–49.1,7,38.7–51.8,53.4–61.0,53.9–59.6,,,,,,,,
801–1000,University of Maribor,https://www.timeshighereducation.com/world-university-rankings/university-maribor,Slovenia,,,9,73.0–87.2,8,48.4–57.7,53.4–61.0,53.9–59.6,,,,,16,58.7–63.6,,
801–1000,University of Mataram,https://www.timeshighereducation.com/world-university-rankings/university-mataram,Indonesia,,,16,63.7–69.9,5,43.7–51.5,1.5–45.2,53.9–59.6,4,62.6–66.5,,,,,,
801–1000,Universidad Mayor,https://www.timeshighereducation.com/world-university-rankings/universidad-mayor,Chile,,,,,,,1.5–45.2,53.9–59.6,3,44.7–54.5,8,48.4–57.7,,,4,51.0–58.6
801–1000,Medical University of Gda?sk,https://www.timeshighereducation.com/world-university-rankings/medical-university-gdansk,Poland,10,40.0–51.7,,,,,1.5–45.2,53.9–59.6,,,,,5,34.4–43.6,,
801–1000,Millersville University,https://www.timeshighereducation.com/world-university-rankings/millersville-university,United States,,,,,5,43.7–51.5,1.5–45.2,53.9–59.6,,,,,10,40.0–51.7,4,58.7–62.5
801–1000,Misr International University,https://www.timeshighereducation.com/world-university-rankings/misr-international-university,Egypt,3,54.7–63.8,,,6,49.3–57.0,53.4–61.0,53.9–59.6,,,16,45.2–58.6,,,,
801–1000,Misr University for Science and Technology,https://www.timeshighereducation.com/world-university-rankings/misr-university-science-and-technology,Egypt,11,38.5–52.3,,,,,53.4–61.0,53.9–59.6,,,3,63.9–68.2,5,34.4–43.6,,
801–1000,Mizoram University,https://www.timeshighereducation.com/world-university-rankings/mizoram-university,India,,,5,51.6–56.0,9,73.0–87.2,1.5–45.2,53.9–59.6,,,4,51.0–58.6,,,,
801–1000,M. Kumarasamy College of Engineering,https://www.timeshighereducation.com/world-university-rankings/m-kumarasamy-college-engineering,India,,,7,51.9–56.1,,,53.4–61.0,53.9–59.6,1,23.3–38.1,,,,,4,43.6–50.9
801–1000,"MNS University of Agriculture, Multan",https://www.timeshighereducation.com/world-university-rankings/mns-university-agriculture-multan,Pakistan,,,,,13,48.0–56.4,1.5–45.2,53.9–59.6,7,38.7–51.8,,,,,,
801–1000,University Mohamed Boudiaf of M’Sila,https://www.timeshighereducation.com/world-university-rankings/university-mohamed-boudiaf-msila,Algeria,,,,,15,47.8–59.4,53.4–61.0,53.9–59.6,,,6,49.3–57.0,,,,
801–1000,Naresuan University,https://www.timeshighereducation.com/world-university-rankings/naresuan-university,Thailand,,,,,8,57.8–62.2,45.3–53.3,53.9–59.6,,,,,3,54.7–63.8,5,43.7–51.5
801–1000,National Agrarian University La Molina,https://www.timeshighereducation.com/world-university-rankings/national-agrarian-university-la-molina,Peru,,,,,,,1.5–45.2,53.9–59.6,,,2,56.3–67.3,15,59.5–72.2,6,49.3–57.0
801–1000,Institut national de la recherche scientifique (INRS),https://www.timeshighereducation.com/world-university-rankings/institut-national-de-la-recherche-scientifique-inrs-0,Canada,9,60.3–72.9,,,16,45.2–58.6,45.3–53.3,53.9–59.6,,,10,57.6–65.1,,,,
801–1000,National Kaohsiung University of Science and Technology,https://www.timeshighereducation.com/world-university-rankings/national-kaohsiung-university-science-and-technology,Taiwan,9,60.3–72.9,,,8,57.8–62.2,70.6–75.5,53.9–59.6,,,7,56.2–61.7,,,,
801–1000,National University of Modern Languages (NUML),https://www.timeshighereducation.com/world-university-rankings/national-university-modern-languages-numl,Pakistan,,,13,48.0–56.4,,,45.3–53.3,53.9–59.6,8,48.4–57.7,,,,,4,51.0–58.6
801–1000,National Pingtung University,https://www.timeshighereducation.com/world-university-rankings/national-pingtung-university,Taiwan,11,52.5–60.0,,,,,1.5–45.2,53.9–59.6,,,,,7,51.9–56.1,,
801–1000,National Taichung University of Science and Technology,https://www.timeshighereducation.com/world-university-rankings/national-taichung-university-science-and-technology,Taiwan,6,57.1–67.2,,,,,45.3–53.3,53.9–59.6,5,56.1–61.4,,,7,38.7–51.8,,
801–1000,National Taiwan Ocean University,https://www.timeshighereducation.com/world-university-rankings/national-taiwan-ocean-university,Taiwan,14,54.1–69.0,,,,,53.4–61.0,53.9–59.6,,,9,73.0–87.2,,,,
801–1000,National Technical University of Athens,https://www.timeshighereducation.com/world-university-rankings/national-technical-university-athens,Greece,9,60.3–72.9,,,,,1.5–45.2,53.9–59.6,13,41.4–47.9,,,,,,
801–1000,National Technical University Kharkiv Polytechnic Institute,https://www.timeshighereducation.com/world-university-rankings/national-technical-university-kharkiv-polytechnic-institute,Ukraine,9,33.9–50.8,,,,,1.5–45.2,53.9–59.6,11,38.5–52.3,,,8,57.8–62.2,,
801–1000,National United University,https://www.timeshighereducation.com/world-university-rankings/national-united-university,Taiwan,,,,,15,38.2–47.7,53.4–61.0,53.9–59.6,,,,,7,51.9–56.1,,
801–1000,Necmettin Erbakan University,https://www.timeshighereducation.com/world-university-rankings/necmettin-erbakan-university,Turkey,,,4,66.6–73.0,10,57.6–65.1,45.3–53.3,53.9–59.6,,,,,,,5,43.7–51.5
801–1000,New Valley University,https://www.timeshighereducation.com/world-university-rankings/new-valley-university,Egypt,4,62.6–66.5,,,,,1.5–45.2,53.9–59.6,2,48.3–56.2,,,,,,
801–1000,New Vision University,https://www.timeshighereducation.com/world-university-rankings/new-vision-university,Georgia,3,68.3–73.4,16,45.2–58.6,10,40.0–51.7,70.6–75.5,53.9–59.6,,,,,,,,
801–1000,Niigata University,https://www.timeshighereducation.com/world-university-rankings/niigata-university,Japan,,,15,38.2–47.7,14,43.0–54.0,45.3–53.3,53.9–59.6,3,63.9–68.2,,,,,,
801–1000,Novosibirsk State Technical University,,,,60.3–68.4,8,48.4–57.7,7,38.7–51.8,1.5–45.2,53.9–59.6,1,,,,,,,
801–1000,October University for Modern Sciences and Arts (MSA),https://www.timeshighereducation.com/world-university-rankings/october-university-modern-sciences-and-arts-msa,Egypt,5,43.7–51.5,,,,,45.3–53.3,53.9–59.6,3,44.7–54.5,8,57.8–62.2,,,,
801–1000,Ondokuz Mayis University,https://www.timeshighereducation.com/world-university-rankings/ondokuz-mayis-university,Turkey,,,,,,,53.4–61.0,53.9–59.6,2,56.3–67.3,,,,,,
801–1000,O.P. Jindal Global University,https://www.timeshighereducation.com/world-university-rankings/op-jindal-global-university,India,16,45.2–58.6,,,,,1.5–45.2,53.9–59.6,,,8,48.4–57.7,,,4,43.6–50.9
801–1000,Panthéon-Sorbonne University – Paris 1,https://www.timeshighereducation.com/world-university-rankings/pantheon-sorbonne-university-paris-1,France,,,,,,,1.5–45.2,53.9–59.6,,,16,70.0–77.0,8,48.4–57.7,10,57.6–65.1
801–1000,Pavol Jozef Šafárik University in Košice,https://www.timeshighereducation.com/world-university-rankings/pavol-jozef-safarik-university-kosice,Slovakia,,,16,58.7–63.6,,,1.5–45.2,53.9–59.6,,,3,68.3–73.4,,,4,35.8–43.5
801–1000,Perm National Research Polytechnic University,,,9,60.3–72.9,8,57.8–62.2,4,58.7–62.5,1.5–45.2,53.9–59.6,,,,,,,,
801–1000,Universidad Peruana Cayetano Heredia,https://www.timeshighereducation.com/world-university-rankings/universidad-peruana-cayetano-heredia,Peru,3,73.5–78.9,,,9,51.0–60.2,61.1–70.5,53.9–59.6,,,,,,,4,51.0–58.6
801–1000,University of Petra,https://www.timeshighereducation.com/world-university-rankings/university-petra,Jordan,,,10,57.6–65.1,11,52.5–60.0,61.1–70.5,53.9–59.6,,,,,,,,
801–1000,Phenikaa University,https://www.timeshighereducation.com/world-university-rankings/phenikaa-university,Vietnam,,,,,5,43.7–51.5,61.1–70.5,53.9–59.6,3,54.7–63.8,,,16,45.2–58.6,,
801–1000,Phetchaburi Rajabhat University,https://www.timeshighereducation.com/world-university-rankings/phetchaburi-rajabhat-university-0,Thailand,,,,,1,60.3–68.4,61.1–70.5,53.9–59.6,,,7,61.8–67.8,,,5,51.6–56.0
801–1000,Philippine Normal University,https://www.timeshighereducation.com/world-university-rankings/philippine-normal-university,Philippines,,,,,,,45.3–53.3,53.9–59.6,5,61.5–66.9,4,58.7–62.5,1,38.2–49.4,,
801–1000,Polytechnic Institute of Setúbal,https://www.timeshighereducation.com/world-university-rankings/polytechnic-institute-setubal,Portugal,3,44.7–54.5,,,,,61.1–70.5,53.9–59.6,5,61.5–66.9,,,,,4,51.0–58.6
801–1000,Polytechnic Institute of Porto,https://www.timeshighereducation.com/world-university-rankings/polytechnic-institute-porto,Portugal,,,,,,,53.4–61.0,53.9–59.6,3,44.7–54.5,,,4,58.7–62.5,,
801–1000,Universidad Popular Autónoma del Estado de Puebla,https://www.timeshighereducation.com/world-university-rankings/universidad-popular-autonoma-del-estado-de-puebla,Mexico,1,49.5–54.4,,,,,53.4–61.0,53.9–59.6,8,35.7–48.3,,,,,,
801–1000,Port Said University,https://www.timeshighereducation.com/world-university-rankings/port-said-university,Egypt,,,,,3,54.7–63.8,45.3–53.3,53.9–59.6,,,,,7,56.2–61.7,,
801–1000,Poznan University of Technology,https://www.timeshighereducation.com/world-university-rankings/poznan-university-technology,Poland,9,33.9–50.8,,,,,61.1–70.5,53.9–59.6,,,,,7,70.4,3,32.1–44.6
801–1000,"University of Professional Studies, Accra",https://www.timeshighereducation.com/world-university-rankings/university-professional-studies-accra,Ghana,,,,,16,45.2–58.6,1.5–45.2,53.9–59.6,,,,,,,8,48.4–57.7
801–1000,Quaid-i-Azam University,https://www.timeshighereducation.com/world-university-rankings/quaid-i-azam-university,Pakistan,9,60.3–72.9,7,56.2–61.7,,,1.5–45.2,53.9–59.6,,,,,,,,
801–1000,Radford University,https://www.timeshighereducation.com/world-university-rankings/radford-university,United States,12,49.4–58.6,,,,,1.5–45.2,53.9–59.6,,,5,61.5–66.9,,,3,54.7–63.8
801–1000,Rawalpindi Medical University,https://www.timeshighereducation.com/world-university-rankings/rawalpindi-medical-university,Pakistan,5,43.7–51.5,1,23.3–38.1,3,54.7–63.8,1.5–45.2,53.9–59.6,,,,,,,,
801–1000,Reykjavík University,https://www.timeshighereducation.com/world-university-rankings/reykjavik-university,Iceland,8,48.4–57.7,,,,,1.5–45.2,53.9–59.6,3,63.9–68.2,,,,,5,51.6–56.0
801–1000,University of La Rioja,https://www.timeshighereducation.com/world-university-rankings/university-la-rioja,Spain,4,66.6–73.0,,,10,40.0–51.7,53.4–61.0,53.9–59.6,3,54.7–63.8,,,,,,
801–1000,Rostov State University of Economics,,,5,51.6–56.0,8,48.4–57.7,16,1.5–45.2,,53.9–59.6,,,,,,,,
801–1000,Ryazan State Medical University,,,3,73.5–78.9,10,51.8–57.5,8,35.7–48.3,53.4–61.0,53.9–59.6,,,,,,,,
801–1000,Université Saint-Joseph de Beyrouth,https://www.timeshighereducation.com/world-university-rankings/universite-saint-joseph-de-beyrouth,Lebanon,9,51.0–60.2,,,,,61.1–70.5,53.9–59.6,4,51.0–58.6,,,3,63.9–68.2,,
801–1000,Saint Louis University (Philippines),https://www.timeshighereducation.com/world-university-rankings/saint-louis-university-philippines,Philippines,,,16,45.2–58.6,11,38.5–52.3,61.1–70.5,53.9–59.6,3,54.7–63.8,,,,,,
801–1000,Salahaddin University,https://www.timeshighereducation.com/world-university-rankings/salahaddin-university,Iraq,10,57.6–65.1,,,1,49.5–54.4,1.5–45.2,53.9–59.6,,,4,66.6–73.0,,,,
801–1000,Samara National Research University (Samara University),,,8,57.8–62.2,11,67.1–76.0,7,56.2–61.7,1.5–45.2,53.9–59.6,,,,,,,,
801–1000,Samara State Medical University,,,5,43.7–51.5,3,73.5–78.9,9,33.9–50.8,53.4–61.0,53.9–59.6,,,,,,,,
801–1000,Samara State Technical University,,,4,43.6–50.9,8,48.4–57.7,,,1.5–45.2,53.9–59.6,11,38.5–52.3,,,,,,
801–1000,Universidad San Ignacio de Loyola,https://www.timeshighereducation.com/world-university-rankings/universidad-san-ignacio-de-loyola,Peru,,,12,66.8–76.6,1,60.3–68.4,53.4–61.0,53.9–59.6,,,,,3,32.1–44.6,,
801–1000,University of Sargodha,https://www.timeshighereducation.com/world-university-rankings/university-sargodha,Pakistan,2,48.3–56.2,5,43.7–51.5,,,53.4–61.0,53.9–59.6,,,,,,,4,62.6–66.5
801–1000,University of Sfax,https://www.timeshighereducation.com/world-university-rankings/university-sfax,Tunisia,9,73.0–87.2,1,60.3–68.4,,,1.5–45.2,53.9–59.6,,,,,,,,
801–1000,Shiv Nadar University,https://www.timeshighereducation.com/world-university-rankings/shiv-nadar-university,India,7,56.2–61.7,2,38.4–48.2,,,1.5–45.2,53.9–59.6,,,6,57.1–67.2,,,,
801–1000,Siam University,https://www.timeshighereducation.com/world-university-rankings/siam-university,Thailand,11,38.5–52.3,16,45.2–58.6,,,53.4–61.0,53.9–59.6,,,,,3,54.7–63.8,,
801–1000,Siberian State Medical University,,,8,48.4–57.7,3,81.4,5,43.7–51.5,61.1–70.5,53.9–59.6,,,,,,,,
801–1000,Silesian University of Technology,https://www.timeshighereducation.com/world-university-rankings/silesian-university-technology,Poland,,,12,49.4–58.6,,,53.4–61.0,53.9–59.6,,,7,51.9–56.1,8,48.4–57.7,,
801–1000,"Soochow University, Taiwan",https://www.timeshighereducation.com/world-university-rankings/soochow-university-taiwan,Taiwan,,,12,26.1–49.1,8,35.7–48.3,1.5–45.2,53.9–59.6,,,,,4,51.0–58.6,,
801–1000,South Valley University,https://www.timeshighereducation.com/world-university-rankings/south-valley-university,Egypt,,,13,41.4–47.9,2,48.3–56.2,53.4–61.0,53.9–59.6,,,,,,,,
801–1000,Sri Padmavati Mahila Visvavidyalayam (Women's University),https://www.timeshighereducation.com/world-university-rankings/sri-padmavati-mahila-visvavidyalayam-womens-university,India,,,9,60.3–72.9,,,1.5–45.2,53.9–59.6,5,56.1–61.4,,,,,8,48.4–57.7
801–1000,State University of Ponta Grossa,https://www.timeshighereducation.com/world-university-rankings/state-university-ponta-grossa,Brazil,2,38.4–48.2,,,8,57.8–62.2,53.4–61.0,53.9–59.6,,,4,43.6–50.9,,,,
801–1000,University of Stavanger,https://www.timeshighereducation.com/world-university-rankings/university-stavanger,Norway,,,,,,,53.4–61.0,53.9–59.6,3,54.7–63.8,,,7,38.7–51.8,,
801–1000,St Petersburg Electrotechnical University (LETI),,,8,62.4–66.3,9,60.3–72.9,7,1.5–45.2,38.7–51.8,53.9–59.6,,,,,,,,
801–1000,Suan Dusit University,https://www.timeshighereducation.com/world-university-rankings/suan-dusit-university,Thailand,12,66.8–76.6,10,40.0–51.7,,,53.4–61.0,53.9–59.6,,,,,,,3,44.7–54.5
801–1000,Suffolk University,https://www.timeshighereducation.com/world-university-rankings/suffolk-university,United States,5,56.1–61.4,10,40.0–51.7,,,1.5–45.2,53.9–59.6,,,,,,,,
801–1000,Universitas Sumatera Utara,https://www.timeshighereducation.com/world-university-rankings/universitas-sumatera-utara,Indonesia,15,59.5–72.2,,,1,60.3–68.4,53.4–61.0,53.9–59.6,3,63.9–68.2,,,,,,
801–1000,Suratthani Rajabhat University,https://www.timeshighereducation.com/world-university-rankings/suratthani-rajabhat-university,Thailand,4,62.6–66.5,,,,,61.1–70.5,53.9–59.6,,,,,,,16,45.2–58.6
801–1000,Széchenyi István University,https://www.timeshighereducation.com/world-university-rankings/szechenyi-istvan-university,Hungary,16,58.7–63.6,11,52.5–60.0,,,45.3–53.3,53.9–59.6,8,57.8–62.2,,,,,,
801–1000,Tashkent State Agrarian University,https://www.timeshighereducation.com/world-university-rankings/tashkent-state-agrarian-university,Uzbekistan,13,56.6–66.3,,,,,53.4–61.0,53.9–59.6,7,51.9–56.1,,,,,12,58.7–66.7
801–1000,Tashkent State University of Law,https://www.timeshighereducation.com/world-university-rankings/tashkent-state-university-law,Uzbekistan,,,16,58.7–63.6,5,51.6–56.0,53.4–61.0,53.9–59.6,,,8,57.8–62.2,,,,
801–1000,Universiti Teknikal Malaysia Melaka,https://www.timeshighereducation.com/world-university-rankings/universiti-teknikal-malaysia-melaka,Malaysia,,,,,7,38.7–51.8,53.4–61.0,53.9–59.6,,,1,54.5–60.1,6,24.8–42.6,,
801–1000,Temuco Catholic University,https://www.timeshighereducation.com/world-university-rankings/temuco-catholic-university,Chile,,,,,,,45.3–53.3,53.9–59.6,,,4,66.6–73.0,5,51.6–56.0,,
801–1000,University of Texas at El Paso,https://www.timeshighereducation.com/world-university-rankings/university-texas-el-paso,United States,,,11,60.1–67.0,5,43.7–51.5,1.5–45.2,53.9–59.6,3,44.7–54.5,,,,,,
801–1000,Tomsk State University of Control Systems and Radioelectronics,,,8,48.4–57.7,1,54.5–60.1,9,60.3–72.9,1.5–45.2,53.9–59.6,,,,,,,,
801–1000,Tver State Technical University,,,,,8,57.8–62.2,5,43.7–51.5,45.3–53.3,53.9–59.6,11,38.5–52.3,,,,,,
801–1000,Ubon Ratchathani University,https://www.timeshighereducation.com/world-university-rankings/ubon-ratchathani-university,Thailand,11,60.1–67.0,,,1,60.3–68.4,1.5–45.2,53.9–59.6,,,,,2,56.3–67.3,,
801–1000,UBT,https://www.timeshighereducation.com/world-university-rankings/ubt,Kosovo,3,44.7–54.5,,,,,45.3–53.3,53.9–59.6,1,49.5–54.4,,,16,45.2–58.6,,
801–1000,Ufa State Petroleum Technological University,,,11,62.4–66.3,8,38.5–52.3,7,45.3–53.3,38.7–51.8,53.9–59.6,,,,,,,,
801–1000,Umm Al-Qura University,https://www.timeshighereducation.com/world-university-rankings/umm-al-qura-university,Saudi Arabia,,,,,,,61.1–70.5,53.9–59.6,3,63.9–68.2,9,17.2–33.8,,,4,43.6–50.9
